laptop_ID,Inches,Ram_In_GB,Weight,Price_euros,Company_Acer,Company_Apple,Company_Asus,Company_Dell,Company_HP,Company_Lenovo,Company_MSI,Company_Others,Company_Samsung,Company_Toshiba,TypeName_2 in 1 Convertible,TypeName_Gaming,TypeName_Netbook,TypeName_Notebook,TypeName_Ultrabook,TypeName_Workstation,ScreenResolutionWidth,ScreenResolutionHeight,Touchscreen,IPS_Panel,4K_Display,Retina_Display,Cpu_ClockSpeed,CpuBrand_AMD,CpuBrand_Intel,CpuBrand_Samsung,CpuSeries_A6-Series,CpuSeries_A9-Series,CpuSeries_Dual,CpuSeries_M,CpuSeries_Others,CpuSeries_Quad,CpuSeries_i3,CpuSeries_i5,CpuSeries_i7,Total_Memory_MB,MemoryType,GpuBrand_AMD,GpuBrand_ARM,GpuBrand_Intel,GpuBrand_Nvidia,OpSys_Chrome OS,OpSys_Linux,OpSys_Mac,OpSys_No OS,OpSys_Other,OpSys_Windows
347,15.6,12,2.2,899.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,3.6,True,False,False,False,False,False,False,True,False,False,False,False,2097152.0,HDD,True,False,False,False,False,False,False,False,False,True
348,15.6,8,2.1,716.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,1,0,0,2.4,False,True,False,False,False,False,False,False,False,True,False,False,1048576.0,HDD,False,False,False,True,False,False,False,False,False,True
349,13.9,16,1.4,2099.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,3840,2160,1,1,1,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,True,False,False,False,False,False,False,True
350,13.3,8,1.2,1579.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,0,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
351,15.6,16,2.4,1129.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1920,1080,0,1,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,2359296.0,SSD,False,False,False,True,False,False,False,False,False,True
352,14.0,2,1.44,279.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,1.6,False,True,False,False,False,True,False,False,False,False,False,False,32768.0,Flash_Storage,False,False,True,False,False,False,False,False,False,True
353,15.6,16,1.88,1607.96,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,0,0,0,1.9,False,True,False,False,False,False,False,False,False,False,False,True,786432.0,SSD,False,False,True,False,False,False,False,False,False,True
354,11.6,4,1.5,375.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1366,768,1,0,0,0,1.1,False,True,False,False,False,True,False,False,False,False,False,False,32768.0,Flash_Storage,False,False,True,False,False,False,False,False,False,True
355,15.6,8,1.9,663.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,0,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,1048576.0,HDD,True,False,False,False,False,False,False,False,False,True
356,15.6,16,2.06,2027.42,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3840,2160,1,0,1,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,False,True,False,False,False,False,False,True
357,15.6,8,1.84,1304.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
358,17.3,8,2.7,1409.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1179648.0,SSD,False,False,False,True,False,False,False,False,False,True
359,15.6,8,2.6,1738.27,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,False,True,False,False,False,False,False,True
360,15.6,16,2.4,1403.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1920,1080,0,1,0,0,2.5,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,False,True,False,False,False,False,False,True
361,15.6,8,2.02,970.9,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,2228224.0,SSD,True,False,False,False,False,False,False,False,False,True
362,15.6,4,2.2,321.99,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,1.1,False,True,False,False,False,True,False,False,False,False,False,False,1048576.0,HDD,False,False,True,False,False,False,False,True,False,False
363,15.6,8,2.65,999.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,1048576.0,HDD,False,False,False,True,False,False,False,False,False,True
364,15.6,8,2.36,557.37,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,1,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,2097152.0,HDD,False,False,True,False,False,False,False,False,False,True
365,14.0,8,1.36,1427.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.6,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
366,15.6,4,1.86,439.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,,False,True,False,False,False,False,False,False,False,True,False,False,512000.0,HDD,False,False,True,False,False,False,False,False,False,True
367,14.0,8,2.0,945.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
368,17.3,6,2.8,719.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1600,900,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,1179648.0,SSD,False,False,False,True,False,False,False,False,False,True
369,15.6,8,1.86,639.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,1048576.0,HDD,False,False,True,False,False,False,False,False,False,True
370,15.6,8,2.2,499.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,,False,True,False,False,False,False,False,False,False,True,False,False,262144.0,SSD,False,False,False,True,False,False,False,True,False,False
371,15.6,8,2.04,389.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,1.6,False,True,False,False,False,False,False,False,True,False,False,False,2097152.0,HDD,False,False,True,False,False,False,False,False,False,True
372,17.3,8,2.8,1085.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,1179648.0,SSD,True,False,False,False,False,False,False,False,False,True
373,15.6,8,2.4,809.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1920,1080,0,1,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,1179648.0,SSD,False,False,False,True,False,False,False,True,False,False
374,15.6,8,2.33,899.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,True,False,False,False,False,False,False,False,False,True
375,14.0,8,1.36,1750.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,1,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
376,15.6,12,2.26,1099.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,1,0,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,2621440.0,SSD,False,False,False,True,False,False,False,False,False,True
377,15.6,4,2.1,426.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,,True,False,False,False,True,False,False,False,False,False,False,False,131072.0,SSD,True,False,False,False,False,False,False,False,False,True
378,17.3,16,3.25,2199.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,1,0,0,,True,False,False,False,False,False,False,True,False,False,False,False,1310720.0,SSD,True,False,False,False,False,False,False,False,False,True
379,17.3,4,2.6,489.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1600,900,0,0,0,0,2.2,True,False,False,False,False,False,False,True,False,False,False,False,131072.0,SSD,True,False,False,False,False,False,False,False,False,True
380,13.3,8,1.62,869.01,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,1,0,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
381,15.6,4,1.91,488.99,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,,True,False,False,False,True,False,False,False,False,False,False,False,262144.0,SSD,True,False,False,False,False,False,False,False,False,True
382,11.6,4,1.59,553.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,1366,768,0,1,0,0,1.1,False,True,False,False,False,False,False,False,True,False,False,False,131072.0,SSD,False,False,True,False,False,False,False,False,False,True
383,15.6,4,1.8,309.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,1.6,False,True,False,False,False,True,False,False,False,False,False,False,512000.0,HDD,False,False,True,False,False,False,False,False,False,True
384,14.0,4,1.5,286.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,1.1,False,True,False,False,False,True,False,False,False,False,False,False,32768.0,Flash_Storage,False,False,True,False,False,False,False,False,False,True
385,15.6,8,2.4,846.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1048576.0,HDD,False,False,False,True,False,True,False,False,False,False
386,17.3,8,3.35,1191.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,1,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1179648.0,SSD,False,False,False,True,False,False,False,False,False,True
387,15.6,4,1.85,403.5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,,False,True,False,False,False,False,False,False,False,True,False,False,131072.0,SSD,False,False,True,False,False,False,False,True,False,False
388,15.6,8,2.3,1655.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,1,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1179648.0,SSD,False,False,False,True,False,False,False,False,False,True
389,14.0,8,1.5,1099.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,1,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,False,True,False,False,False,False,False,True
390,13.3,16,1.1,1748.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,1,0,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,True,False,False,False,False,False,False,True
391,14.0,8,1.13,2282.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2560,1440,0,1,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,True,False,False,False,False,False,False,True
392,13.3,4,1.5,549.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,1,0,0,2.4,False,True,False,False,False,False,False,False,False,True,False,False,131072.0,SSD,False,False,True,False,False,False,False,False,False,True
393,15.6,8,2.23,1369.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1920,1080,0,0,0,0,2.6,False,True,False,False,False,False,False,False,False,False,True,False,512000.0,HDD,True,False,False,False,False,False,False,False,False,True
394,15.6,8,2.0,2135.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1920,1080,0,1,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,False,True,False,False,False,False,False,True
395,14.0,16,1.42,2509.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2560,1440,1,0,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,True,False,False,False,False,False,False,True
396,17.3,8,3.0,1039.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1048576.0,HDD,False,False,False,True,False,False,False,False,False,True
397,17.3,16,3.0,1591.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1310720.0,SSD,False,False,False,True,False,False,False,False,False,True
399,15.6,12,2.2,693.99,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,1,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,1048576.0,HDD,False,False,False,True,False,False,False,False,False,True
400,17.3,8,2.7,1349.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,False,True,False,False,False,False,False,True
401,15.6,8,2.33,778.87,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,True,False,False,False,False,True,False,False,False,False
402,15.6,4,1.91,499.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,0,0,0,,True,False,False,False,True,False,False,False,False,False,False,False,262144.0,SSD,True,False,False,False,False,False,False,False,False,True
403,15.6,8,2.1,1229.56,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,1,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,True,False,False,False,False,False,False,False,False,True
404,14.0,8,1.9,938.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,1,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
405,15.6,8,1.78,2712.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3840,2160,1,0,1,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,False,True,False,False,False,False,False,True
406,14.0,16,1.13,2625.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2560,1440,0,1,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,1048576.0,SSD,False,False,True,False,False,False,False,False,False,True
407,15.6,4,2.2,306.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,1.1,False,True,False,False,False,True,False,False,False,False,False,False,1048576.0,HDD,False,False,True,False,False,False,False,False,False,True
408,17.3,16,2.9,1529.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1310720.0,SSD,False,False,False,True,False,False,False,False,False,True
409,15.6,8,2.1,1144.5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,1,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,1310720.0,SSD,True,False,False,False,False,False,False,False,False,True
410,15.6,8,2.5,879.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,False,True,False,True,False,False,False,False
411,17.3,16,2.8,2249.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1310720.0,SSD,False,False,False,True,False,False,False,False,False,True
412,14.0,8,1.1,1873.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,0,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,True,False,False,False,False,False,False,True
413,13.3,16,1.2,1747.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1920,1080,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,True,False,False,False,False,False,False,True
414,14.0,8,1.36,1680.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,True,False,False,False,False,False,False,True
415,15.6,4,2.2,409.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,,False,True,False,False,False,False,False,False,False,True,False,False,512000.0,HDD,False,False,True,False,False,False,False,False,False,True
416,11.6,2,1.15,304.45,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,1.1,False,True,False,False,False,True,False,False,False,False,False,False,32768.0,Flash_Storage,False,False,True,False,False,False,False,False,False,True
417,15.6,8,2.67,1925.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,False,True,False,False,False,False,False,True
418,14.0,8,1.7,1943.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2560,1440,0,1,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,False,True,False,False,False,False,False,True
419,15.6,4,2.1,469.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,,False,True,False,False,False,False,False,False,False,True,False,False,1048576.0,HDD,True,False,False,False,False,False,False,False,False,True
420,13.3,8,1.6,789.01,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,1,1,0,0,2.5,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
421,13.3,8,1.27,928.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,1,1,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
422,15.6,4,2.3,598.9,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,True,False,False,False,False,True,False,False,False,False
423,13.3,4,1.65,689.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,,False,True,False,False,False,False,False,False,False,True,False,False,131072.0,SSD,False,False,True,False,False,False,False,False,False,True
424,14.0,8,1.43,1500.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
425,15.6,8,2.14,539.95,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,1048576.0,HDD,False,False,True,False,False,False,False,False,False,True
426,14.0,8,1.75,1215.38,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1920,1080,0,1,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,True,False,False,False,False,False,False,False,False,True
427,15.6,16,2.0,1899.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,3840,2160,1,1,1,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,False,True,False,False,False,False,False,True
428,12.3,6,1.4,449.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2736,1824,0,1,0,1,1.1,False,True,False,False,False,False,False,False,True,False,False,False,65536.0,Flash_Storage,False,False,True,False,False,False,False,False,False,True
429,15.6,8,2.31,1427.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.9,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
430,15.6,8,2.3,597.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.4,False,True,False,False,False,False,False,False,False,True,False,False,1048576.0,HDD,False,False,False,True,False,True,False,False,False,False
431,17.3,16,4.42,2799.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2560,1440,0,1,0,0,2.9,False,True,False,False,False,False,False,False,False,False,False,True,1310720.0,SSD,False,False,False,True,False,False,False,False,False,True
432,15.6,8,2.62,1159.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,1,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1179648.0,SSD,False,False,False,True,False,False,False,False,False,True
433,15.6,8,2.02,1142.4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.8,False,True,False,False,False,False,False,False,False,False,False,True,2359296.0,SSD,True,False,False,False,False,False,False,False,False,True
434,14.0,8,1.6,1099.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,True,False,False,True,False,False,False,False
435,17.3,12,3.35,1999.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1310720.0,SSD,False,False,False,True,False,False,False,False,False,True
436,11.6,4,1.16,299.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1920,1080,1,1,0,0,1.1,False,True,False,False,False,True,False,False,False,False,False,False,32768.0,SSD,False,False,True,False,False,False,False,False,False,True
437,11.6,4,1.15,269.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1366,768,0,0,0,0,1.6,False,True,False,False,False,True,False,False,False,False,False,False,16384.0,Flash_Storage,False,False,True,False,True,False,False,False,False,False
438,13.3,8,1.4,1010.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,1,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
439,14.0,4,1.7,599.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,1,0,0,2.7,False,True,False,False,False,False,False,False,False,True,False,False,131072.0,SSD,False,False,True,False,False,False,False,False,False,True
440,15.6,16,2.3,2445.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3840,2160,0,1,1,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,False,True,False,False,False,False,False,True
441,15.6,16,2.5,2449.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.9,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,False,True,False,False,False,False,False,True
442,17.3,8,3.2,1695.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,3.2,True,False,False,False,False,False,False,True,False,False,False,False,1310720.0,SSD,True,False,False,False,False,False,False,False,False,True
443,15.6,4,2.1,347.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,1.6,False,True,False,False,False,True,False,False,False,False,False,False,512000.0,HDD,False,False,True,False,False,False,False,False,False,True
444,12.3,16,1.1,2199.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2400,1600,1,0,0,0,1.3,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,True,False,True,False,False,False,False,False
445,14.0,24,1.32,2382.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2560,1440,0,0,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,True,False,False,False,False,False,False,True
446,15.6,4,2.0,559.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,True,False,False,False,False
447,17.3,8,2.8,519.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1600,900,0,0,0,0,2.5,True,False,False,True,False,False,False,False,False,False,False,False,1048576.0,HDD,True,False,False,False,False,False,False,False,False,True
448,15.6,4,2.2,749.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.6,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,True,False,False,False,False,False,False,False,False,True
449,12.5,8,1.36,1429.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1920,1080,0,1,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
450,15.6,4,2.2,349.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,1.1,False,True,False,False,False,False,False,False,True,False,False,False,131072.0,SSD,False,False,True,False,False,False,False,False,False,True
451,15.6,8,2.2,1099.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,1920,1080,0,1,0,0,2.8,False,True,False,False,False,False,False,False,False,False,False,True,1179648.0,SSD,False,False,False,True,False,False,False,False,False,True
452,14.0,8,1.64,1179.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.8,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,False,True,False,False,False,False,False,True
453,15.6,4,2.4,441.8,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,512000.0,HDD,False,False,True,False,False,True,False,False,False,False
454,15.6,8,2.23,1993.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1920,1080,0,0,0,0,,False,True,False,False,False,False,False,True,False,False,False,False,1114112.0,HDD,False,False,False,True,False,False,False,False,False,True
455,15.6,8,2.2,1027.74,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1920,1080,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,False,True,False,False,False,False,False,True
456,13.5,16,1.25,2589.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2256,1504,1,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,True,False,False,False,False,False,False,True
457,15.6,8,1.91,589.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1366,768,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,131072.0,SSD,False,False,True,False,False,False,False,False,False,True
458,15.6,16,2.17,1975.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1920,1080,0,1,0,0,2.7,False,True,False,False,False,False,False,False,False,False,False,True,262144.0,SSD,False,False,False,True,False,False,False,False,False,True
459,15.6,8,2.31,1534.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1920,1080,0,1,0,0,2.9,False,True,False,False,False,False,False,False,False,False,False,True,524288.0,SSD,False,False,True,False,False,False,False,False,False,True
460,14.0,8,1.65,1345.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1920,1080,0,0,0,0,2.5,False,True,False,False,False,False,False,False,False,False,True,False,262144.0,SSD,False,False,True,False,False,False,False,False,False,True
